,first_name,second_name,id,full_names,selected,cost
539,Francisco,Femenía Far,383,Francisco_Femenía Far_383,25857,45
540,Marvin,Zeegelaar,384,Marvin_Zeegelaar_384,5698,45
541,Marc,Navarro,385,Marc_Navarro_385,5864,45
542,Adam,Masina,386,Adam_Masina_386,5629,45
543,Nathaniel,Chalobah,387,Nathaniel_Chalobah_387,12307,45
544,Tom,Cleverley,388,Tom_Cleverley_388,494,50
545,Etienne,Capoue,389,Etienne_Capoue_389,14003,50
546,Abdoulaye,Doucouré,390,Abdoulaye_Doucouré_390,108189,60
547,Roberto,Pereyra,391,Roberto_Pereyra_391,22304,60
548,Will,Hughes,392,Will_Hughes_392,25044,50
549,Gerard,Deulofeu,394,Gerard_Deulofeu_394,19281,55
550,Andre,Gray,395,Andre_Gray_395,30395,60
551,Troy,Deeney,396,Troy_Deeney_396,52178,60
552,Stefano,Okaka,397,Stefano_Okaka_397,1583,50
553,Jerome,Sinclair,398,Jerome_Sinclair_398,9283,45
554,Ben,Foster,445,Ben_Foster_445,232427,45
555,Ken,Sema,446,Ken_Sema_446,5736,50
556,Domingos,Quina,517,Domingos_Quina_517,3648,45
557,Isaac,Success Ajayi,524,Isaac_Success Ajayi_524,0,45
558,Ben,Wilmot,544,Ben_Wilmot_544,0,0
559,Adalberto,Peñaranda,554,Adalberto_Peñaranda_554,0,0
560,Adrián,San Miguel del Castillo,399,Adrián_San Miguel del Castillo_399,26929,45
561,Lukasz,Fabianski,400,Lukasz_Fabianski_400,911117,45
562,Winston,Reid,401,Winston_Reid_401,1204,45
563,Aaron,Cresswell,402,Aaron_Cresswell_402,103396,55
564,Angelo,Ogbonna,403,Angelo_Ogbonna_403,47740,45
565,Sam,Byram,404,Sam_Byram_404,3347,45
566,Pablo,Zabaleta,405,Pablo_Zabaleta_405,177648,45
567,Declan,Rice,406,Declan_Rice_406,16061,45
568,Reece,Oxford,407,Reece_Oxford_407,6834,45
569,Ryan,Fredericks,408,Ryan_Fredericks_408,32501,50
570,Issa,Diop,409,Issa_Diop_409,46623,45
571,Arthur,Masuaku,410,Arthur_Masuaku_410,113838,45
572,Mark,Noble,411,Mark_Noble_411,23453,50
573,Pedro,Obiang,413,Pedro_Obiang_413,63157,45
574,Manuel,Lanzini,414,Manuel_Lanzini_414,2371,65
575,Michail,Antonio,415,Michail_Antonio_415,79349,70
576,Edimilson,Fernandes,416,Edimilson_Fernandes_416,16169,45
577,Marko,Arnautovic,417,Marko_Arnautovic_417,973948,70
578,Andy,Carroll,418,Andy_Carroll_418,2216,55
579,Javier,Hernández Balcázar,419,Javier_Hernández Balcázar_419,118570,65
580,Jordan,Hugill,420,Jordan_Hugill_420,1133,50
581,Jack,Wilshere,447,Jack_Wilshere_447,239569,50
582,Andriy,Yarmolenko,453,Andriy_Yarmolenko_453,48425,70
583,Fabián,Balbuena,464,Fabián_Balbuena_464,16348,45
584,Felipe Anderson,Pereira Gomes,465,Felipe Anderson_Pereira Gomes_465,183158,70
585,Robert,Snodgrass,489,Robert_Snodgrass_489,8221,55
586,Lucas,Pérez,502,Lucas_Pérez_502,11442,65
587,Carlos,Sánchez,518,Carlos_Sánchez_518,15025,45
588,Grady,Diangana,539,Grady_Diangana_539,0,0
589,Joe,Powell,547,Joe_Powell_547,0,0
590,Conor,Coventry,548,Conor_Coventry_548,0,0
591,Alexandre Nascimento,Costa Silva,560,Alexandre Nascimento_Costa Silva_560,0,0
592,Samir,Nasri,569,Samir_Nasri_569,0,0
593,Ben,Johnson,605,Ben_Johnson_605,0,0
594,Nathan,Holland,611,Nathan_Holland_611,0,0
595,John,Ruddy,421,John_Ruddy_421,24845,45
596,Will,Norris,422,Will_Norris_422,117293,40
597,Willy,Boly,423,Willy_Boly_423,94567,45
598,Barry,Douglas,424,Barry_Douglas_424,3755,50
599,Matt,Doherty,425,Matt_Doherty_425,59443,45
600,Romain,Saïss,426,Romain_Saïss_426,13736,45
601,Ryan,Bennett,427,Ryan_Bennett_427,234162,40
602,Danny,Batth,428,Danny_Batth_428,97934,40
603,Roderick Jefferson,Gonçalves Miranda,429,Roderick Jefferson_Gonçalves Miranda_429,5328,40
604,Conor,Coady,430,Conor_Coady_430,30913,45
605,Rúben Gonçalo,Silva Nascimento Vinagre,431,Rúben Gonçalo_Silva Nascimento Vinagre_431,7145,45
606,Diogo,Jota,432,Diogo_Jota_432,314441,65
607,Rúben Diogo,da Silva Neves,433,Rúben Diogo_da Silva Neves_433,633569,50
608,Ivan,Cavaleiro,434,Ivan_Cavaleiro_434,7490,55
609,Hélder,Costa,435,Hélder_Costa_435,40560,50
610,Bright,Enobakhare,436,Bright_Enobakhare_436,14398,45
611,Raúl,Jiménez,437,Raúl_Jiménez_437,129989,55
612,Bonatini Lohner Maia,Bonatini,438,Bonatini Lohner Maia_Bonatini_438,46942,50
613,Morgan,Gibbs-White,448,Morgan_Gibbs-White_448,20765,45
614,Rafa,Mir,449,Rafa_Mir_449,6033,45
615,Rui Pedro,dos Santos Patrício,454,Rui Pedro_dos Santos Patrício_454,301531,45
616,João Filipe Iria,Santos Moutinho,475,João Filipe Iria_Santos Moutinho_475,87926,55
617,Jonathan,Castro Otto,483,Jonathan_Castro Otto_483,29970,45
618,Adama,Traoré,500,Adama_Traoré_500,34187,55
619,Leander,Dendoncker,519,Leander_Dendoncker_519,23562,45
620,Kortney,Hause,525,Kortney_Hause_525,0,40
621,Ryan John,Giles,555,Ryan John_Giles_555,0,0
622,Max,Kilman,567,Max_Kilman_567,0,0
623,Cameron,John,596,Cameron_John_596,0,0
