,full_name,selected
768,Ken_Sema,5736.0
769,Kepa_Arrizabalaga,120895.0
770,Kevin_McDonald,20352.0
771,Kortney_Hause,0.0
772,Leander_Dendoncker,23562.0
773,Lee_Peltier,196285.0
774,Leon_Balogun,7897.0
775,Loïc_Damour,3308.0
776,Lucas_Digne,141155.0
777,Lucas_Torreira,90529.0
778,Luciano_Vietto,21756.0
779,Marcus_Bettinelli,14241.0
780,Marc_Navarro,5864.0
781,Martín_Montoya,8245.0
782,Mateo_Kovacic,56369.0
783,Matteo_Guendouzi,53733.0
784,Matt_Doherty,59443.0
785,Maxime_Le Marchand,16146.0
786,Max_Meyer,41672.0
787,Mohamed_Elyounoussi,23886.0
788,Morgan_Gibbs-White,20765.0
789,Naby_Keita,232708.0
790,Nathaniel_Mendez-Laing,3604.0
791,Neeskens_Kebano,5634.0
792,Neil_Etheridge,12072.0
793,Rachid_Ghezzal,9921.0
794,Raúl_Jiménez,129989.0
795,Ricardo_Pereira,58068.0
796,Romain_Saïss,13736.0
797,Rui_Patrício,301531.0
798,Ryan_Bennett,234162.0
799,Ryan_Fredericks,32501.0
800,Ryan_Sessegnon,472564.0
801,Rúben_Neves,633569.0
802,Rúben_Vinagre,7145.0
803,Sean_Morrison,31111.0
804,Sergio_Rico,11256.0
805,Sokratis_Papastathopoulos,122791.0
806,Sol_Bamba,39138.0
807,Stefan_Johansen,8305.0
808,Stephan_Lichtsteiner,112156.0
809,Stuart_Armstrong,13490.0
810,Tim_Ream,22808.0
811,Tom_Cairney,153810.0
812,Vicente_Guaita,12383.0
813,Víctor_Camarasa,2384.0
814,Willy_Boly,94567.0
815,Will_Norris,117293.0
816,Yerry_Mina,102500.0
817,Yoshinori_Mutō,7032.0
818,Yves_Bissouma,2595.0
819,Ben_Wilmot,0.0
820,Emiliano_Martínez,0.0
821,Kadeem_Harris,0.0
822,Oliver_Skipp,0.0
823,Sean_Longstaff,0.0
824,Yan_Valery,0.0
825,Xande_Silva,0.0
826,Tyreke_Johnson,0.0
827,Bukayo_Saka,0.0
828,Kayne_Ramsay,0.0
829,Max_Kilman,0.0
830,Callum_Slattery,0.0
831,Rhys_Healey,0.0
832,Sam_Gallagher,0.0
833,Ryan_Babel,0.0
834,Chris_Mepham,0.0
835,Dan_Burn,0.0
836,Gonzalo_Higuaín,0.0
837,Antonio_Barreca,0.0
838,Denis_Suárez,0.0
839,Karlan_Grant,0.0
