,full_name,squad,selected,position,team_code
484,Ashley_Westwood,Burnley,9023.0,3.0,18
485,Connor_Wickham,Crystal Palace,9466.0,4.0,13
486,Georginio_Wijnaldum,Liverpool,32164.0,3.0,5
487,Danny_Williams,Huddersfield,562.0,3.0,15
488,Willian,Chelsea,411692.0,3.0,7
489,Joe_Willock,Arsenal,0.0,3.0,12
490,Ben_Wilmot,Watford,0.0,2.0,20
491,Jack_Wilshere,West Ham,239569.0,3.0,8
492,Callum_Wilson,Bournemouth,147186.0,4.0,2
493,Harry_Winks,Tottenham,646.0,3.0,4
494,Chris_Wood,Burnley,24309.0,4.0,18
495,Granit_Xhaka,Arsenal,220405.0,3.0,12
496,Andriy_Yarmolenko,West Ham,48425.0,3.0,8
497,DeAndre_Yedlin,Newcastle Utd,81314.0,2.0,6
