,id,full_names,element_type,team,selected,cost
229,165,Yannick_Bolasie_165,3,8,16150,60
230,166,James_McCarthy_166,3,8,1234,45
231,167,Morgan_Schneiderlin_167,3,8,115922,45
232,168,Idrissa_Gueye_168,3,8,28400,50
233,169,Tom_Davies_169,3,8,11634,55
234,170,Ademola_Lookman_170,3,8,12390,55
235,171,Davy_Klaassen_171,3,8,802,60
236,172,Gylfi_Sigurdsson_172,3,8,106177,75
237,173,Nikola_Vlasic_173,3,8,1737,50
238,174,Beni_Baningime_174,3,8,2914,45
239,175,Dominic_Calvert-Lewin_175,4,8,68885,55
240,177,Cenk_Tosun_177,4,8,302582,70
241,393,Richarlison_de Andrade_393,3,8,872082,65
242,469,Kevin_Mirallas_469,3,8,1626,55
243,470,Sandro_Ramírez_470,4,8,11104,55
244,484,Lucas_Digne_484,2,8,141155,50
245,506,Yerry_Mina_506,2,8,102500,55
246,507,Bernard_Anício Caldeira Duarte_507,3,8,20094,60
247,508,André Filipe_Tavares Gomes_508,3,8,17237,55
248,526,Kurt_Zouma_526,2,8,0,0
249,528,Kieran_Dowell_528,3,8,0,0
250,532,Tyias_Browning_532,2,8,0,0
251,9,Calum_Chambers_9,2,9,91508,45
252,178,Marcus_Bettinelli_178,1,9,14241,45
253,180,Tim_Ream_180,2,9,22808,45
254,181,Denis_Odoi_181,2,9,12353,45
255,182,Tom_Cairney_182,3,9,153810,50
256,183,Kevin_McDonald_183,3,9,20352,45
257,184,Ryan_Sessegnon_184,3,9,472564,65
258,185,Stefan_Johansen_185,3,9,8305,55
259,186,Floyd_Ayité_186,3,9,8882,45
260,187,Neeskens_Kebano_187,3,9,5634,45
261,188,Rui Pedro_da Rocha Fonte_188,3,9,21217,45
262,189,Aboubakar_Kamara_189,4,9,499362,45
263,455,Maxime_Le Marchand_455,2,9,16146,45
264,456,Jean Michael_Seri_456,3,9,95248,55
265,460,Cyrus_Christie_460,2,9,14289,45
266,474,Fabricio_Agosto Ramírez_474,1,9,13175,45
267,478,André_Schürrle_478,3,9,316359,60
268,480,Aleksandar_Mitrovic_480,4,9,294873,65
269,487,Alfie_Mawson_487,2,9,15496,50
270,509,Sergio_Rico_509,1,9,11256,45
271,510,Joe_Bryan_510,2,9,8061,50
272,511,Timothy_Fosu-Mensah_511,2,9,37692,45
273,512,André-Frank_Zambo Anguissa_512,3,9,6826,45
274,513,Luciano_Vietto_513,4,9,21756,55
275,521,Ibrahima_Cissé_521,3,9,0,45
276,541,Zeze Steven_Sessegnon_541,2,9,0,0
277,575,Ryan_Babel_575,3,9,0,0
278,593,Håvard_Nordtveit_593,2,9,0,0
279,594,Lazar_Markovic_594,3,9,0,0
280,610,Harvey_Elliott_610,3,9,0,0
281,621,Luca_De La Torre_621,3,9,0,0
282,146,Jason_Puncheon_146,3,10,40154,45
283,190,Ben_Hamer_190,1,10,124117,40
284,191,Jonas_Lössl_191,1,10,100431,45
285,192,Christopher_Schindler_192,2,10,164951,45
286,193,Chris_Löwe_193,2,10,8906,45
287,194,Tommy_Smith_194,2,10,5090,45
288,195,Mathias_Jorgensen_195,2,10,479775,45
289,196,Scott_Malone_196,2,10,249139,40
290,197,Florent_Hadergjonaj_197,2,10,4294,45
291,198,Terence_Kongolo_198,2,10,12335,45
292,199,Aaron_Mooy_199,3,10,192110,55
293,200,Rajiv_van La Parra_200,3,10,3926,50
294,201,Jonathan_Hogg_201,3,10,14503,45
295,202,Philip_Billing_202,3,10,5761,45
296,203,Tom_Ince_203,3,10,1025,50
297,204,Danny_Williams_204,3,10,562,45
298,205,Abdelhamid_Sabiri_205,3,10,3471,45
299,206,Alex_Pritchard_206,3,10,3968,50
300,207,Ramadan_Sobhi_207,3,10,15146,50
301,208,Juninho_Bacuna_208,3,10,7863,45
302,209,Collin_Quaner_209,4,10,281907,45
303,210,Laurent_Depoitre_210,4,10,67727,55
304,211,Steve_Mounie_211,4,10,11803,60
305,212,Elias_Kachunga_212,4,10,5521,50
306,461,Erik_Durm_461,2,10,13149,45
307,471,Adama_Diakhaby_471,3,10,2723,50
308,514,Isaac_Mbenza_514,3,10,904,60
309,522,Jon Gorenc_Stankovic_522,2,10,0,40
310,533,Ryan_Schofield_533,1,10,0,0
311,585,Karlan_Grant_585,4,10,0,0
312,598,Joel_Coleman_598,1,10,0,0
313,601,Demeaco_Duhaney_601,2,10,0,0
314,606,Matthew_Daly_606,3,10,0,0
