,id,full_names,element_type,team,cost,selected
257,557,Beni_Baningime_557,3,8,0,0
258,561,Anthony_Gordon_561,4,8,0,0
259,570,Oumar_Niasse_570,4,8,0,0
260,577,Rhu-endly_Martina_577,2,8,0,0
261,629,João Manuel_Neves Virgínia_629,1,8,0,0
262,637,Jarrad_Branthwaite_637,2,8,0,0
263,667,Ellis_Simms_667,4,8,0,0
264,159,Ricardo Domingos_Barbosa Pereira_159,2,9,60,311670
265,161,Benjamin_Chilwell_161,2,9,55,315266
266,162,Jonny_Evans_162,2,9,50,41342
267,163,Christian_Fuchs_163,2,9,45,22675
268,164,Çaglar_Söyüncü_164,2,9,45,18040
269,165,Wes_Morgan_165,2,9,45,84689
270,166,Jamie_Vardy_166,4,9,90,586801
271,167,Kelechi_Iheanacho_167,4,9,60,22504
272,168,Kasper_Schmeichel_168,1,9,50,330914
273,169,Eldin_Jakupovic_169,1,9,45,6851
274,170,Danny_Ward_170,1,9,45,12460
275,171,James_Maddison_171,3,9,70,568427
276,172,Harvey_Barnes_172,3,9,60,13242
277,173,Rachid_Ghezzal_173,3,9,55,3977
278,174,Marc_Albrighton_174,3,9,55,17934
279,175,Demarai_Gray_175,3,9,55,35855
280,176,Wilfred_Ndidi_176,3,9,50,69367
281,177,Matty_James_177,3,9,45,16320
282,178,Daniel_Amartey_178,3,9,45,18668
283,179,Nampalys_Mendy_179,3,9,45,52604
284,180,Hamza_Choudhury_180,3,9,45,30605
285,265,Ayoze_Pérez_265,3,9,65,960786
286,404,Ryan_Bennett_404,2,9,50,36416
287,433,James_Justin_433,2,9,50,7262
288,448,Youri_Tielemans_448,3,9,65,327240
289,480,Andy_King_480,3,9,45,33262
290,517,Dennis_Praet_517,3,9,55,4750
291,597,Filip_Benkovic_597,2,9,0,0
292,660,Luke_Thomas_660,2,9,0,0
293,661,George_Hirst_661,4,9,0,0
294,662,Darnell_Johnson_662,2,9,0,0
295,181,Andrew_Robertson_181,2,10,70,1889240
296,182,Trent_Alexander-Arnold_182,2,10,70,1302032
297,183,Virgil_van Dijk_183,2,10,65,2725192
298,184,Joseph_Gomez_184,2,10,55,101038
299,185,Joel_Matip_185,2,10,55,65735
300,186,Dejan_Lovren_186,2,10,55,18316
301,187,Roberto_Firmino_187,4,10,95,609454
302,188,Divock_Origi_188,4,10,55,165505
303,189,Alisson_Ramses Becker_189,1,10,60,1769075
304,190,Simon_Mignolet_190,1,10,45,4262
305,191,Mohamed_Salah_191,3,10,125,2375465
306,192,Sadio_Mané_192,3,10,115,842260
307,193,Alex_Oxlade-Chamberlain_193,3,10,65,28598
308,194,Xherdan_Shaqiri_194,3,10,65,25239
309,195,Adam_Lallana_195,3,10,60,7143
310,196,Naby_Keita_196,3,10,60,32077
311,197,Fabio Henrique_Tavares_197,3,10,55,49706
312,198,Jordan_Henderson_198,3,10,55,39328
313,199,Georginio_Wijnaldum_199,3,10,55,145844
314,200,James_Milner_200,3,10,55,48632
315,201,Rafael_Camacho_201,3,10,45,352
316,464,Rhian_Brewster_464,4,10,45,33435
317,526,Adrián_San Miguel del Castillo_526,1,10,45,0
318,530,Andy_Lonergan_530,1,10,0,0
319,531,Caoimhin_Kelleher_531,1,10,0,0
320,550,Harvey_Elliott_550,3,10,0,0
321,569,Curtis_Jones_569,3,10,0,0
322,575,Neco_Williams_575,2,10,0,0
323,589,Nathaniel_Phillips_589,2,10,0,0
324,590,Takumi_Minamino_590,3,10,0,0
325,628,Ki-Jana_Hoever_628,2,10,0,0
326,202,Aymeric_Laporte_202,2,11,65,459735
327,203,Kyle_Walker_203,2,11,60,1043495
328,204,Benjamin_Mendy_204,2,11,60,22287
329,206,Oleksandr_Zinchenko_206,2,11,55,608638
330,207,John_Stones_207,2,11,55,194117
331,208,Nicolás_Otamendi_208,2,11,55,80133
332,209,Danilo Luiz_da Silva_209,2,11,50,7745
333,210,Sergio_Agüero_210,4,11,120,1027331
334,211,Gabriel Fernando_de Jesus_211,4,11,95,126424
335,212,Ederson_Santana de Moraes_212,1,11,60,980143
336,213,Claudio_Bravo_213,1,11,50,18987
337,214,Raheem_Sterling_214,3,11,120,1768195
338,215,Kevin_De Bruyne_215,3,11,95,868463
339,216,Leroy_Sané_216,3,11,95,45772
340,217,Riyad_Mahrez_217,3,11,85,64307
341,218,Bernardo Mota_Veiga de Carvalho e Silva_218,3,11,80,1507840
342,219,David_Silva_219,3,11,75,257201
343,220,Phil_Foden_220,3,11,55,39755
344,221,Fernando_Luiz Rosa_221,3,11,55,70381
345,222,Ilkay_Gündogan_222,3,11,55,177023
346,440,José Ángel_Esmorís Tasende_440,2,11,50,14821
347,443,Rodrigo_Hernandez_443,3,11,55,72406
348,518,João Pedro Cavaco_Cancelo_518,2,11,55,67202
349,544,Eric_Garcia_544,2,11,0,0
350,562,Scott_Carson_562,1,11,0,0
351,642,Taylor_Harwood-Bellis_642,2,11,0,0
352,643,Cole_Palmer_643,3,11,0,0
353,644,Tommy_Doyle_644,3,11,0,0
354,122,Aaron_Wan-Bissaka_122,2,12,55,1879259
355,160,Harry_Maguire_160,2,12,55,932347
356,223,Chris_Smalling_223,2,12,55,17251
357,224,Ashley_Young_224,2,12,55,24251
358,225,Victor_Lindelöf_225,2,12,55,69797
359,226,Luke_Shaw_226,2,12,55,110821
360,227,Marcos_Rojo_227,2,12,50,8821
361,228,Eric_Bailly_228,2,12,50,3005
362,229,José Diogo_Dalot Teixeira_229,2,12,50,12005
363,230,Matteo_Darmian_230,2,12,50,5497
364,231,Phil_Jones_231,2,12,50,11640
365,232,Romelu_Lukaku_232,4,12,85,49789
366,233,Marcus_Rashford_233,4,12,85,931252
367,234,Mason_Greenwood_234,4,12,45,958114
368,235,David_de Gea_235,1,12,55,610697
369,236,Sergio_Romero_236,1,12,50,10664
370,237,Lee_Grant_237,1,12,50,6599
371,238,Paul_Pogba_238,3,12,85,360078
372,239,Anthony_Martial_239,3,12,75,327361
373,240,Alexis_Sánchez_240,3,12,70,68707
374,241,Jesse_Lingard_241,3,12,65,77366
375,242,Juan_Mata_242,3,12,65,27384
376,243,Daniel_James_243,3,12,60,128489
377,244,Frederico_Rodrigues de Paula Santos_244,3,12,55,9973
378,245,Angel_Gomes_245,3,12,50,7553
379,246,Andreas_Pereira_246,3,12,50,9129
380,247,Nemanja_Matic_247,3,12,50,36386
381,248,Scott_McTominay_248,3,12,50,36236
382,249,Tahith_Chong_249,3,12,45,16045
383,250,James_Garner_250,3,12,45,6284
384,481,Axel_Tuanzebe_481,2,12,45,7610
385,549,Brandon_Williams_549,2,12,0,0
